fips,county_name,year,days
42003,"Allegheny, Pennsylvania",2020,366
30063,"Missoula, Montana",2016,366
06073,"San Diego, California",2016,366
44007,"Providence, Rhode Island",2012,366
06019,"Fresno, California",2016,366
06065,"Riverside, California",2012,366
06071,"San Bernardino, California",2016,366
50007,"Chittenden, Vermont",2016,366
06037,"Los Angeles, California",2016,366
42101,"Philadelphia, Pennsylvania",2016,366
30049,"Lewis and Clark, Montana",2016,366
42071,"Lancaster, Pennsylvania",2012,366
29095,"Jackson, Missouri",2016,366
29510,"St Louis City, Missouri",2012,366
22033,"East Baton Rouge, Louisiana",2016,366
06039,"Madera, California",2020,366
06045,"Mendocino, California",2020,366
06079,"San Luis Obispo, California",2020,366
53053,"Pierce, Washington",2016,366
06083,"Santa Barbara, California",2020,366
27053,"Hennepin, Minnesota",2016,366
06085,"Santa Clara, California",2020,366
40143,"Tulsa, Oklahoma",2012,366
08077,"Mesa, Colorado",2020,366
11001,"District of Columbia, District of Columbia",2020,366
12011,"Broward, Florida",2020,366
19153,"Polk, Iowa",2020,366
56021,"Laramie, Wyoming",2016,366
20133,"Neosho, Kansas",2020,366
21227,"Warren, Kentucky",2020,366
25003,"Berkshire, Massachusetts",2020,366
26049,"Genesee, Michigan",2020,366
29095,"Jackson, Missouri",2020,366
30027,"Fergus, Montana",2016,366
32031,"Washoe, Nevada",2020,366
41039,"Lane, Oregon",2020,366
42125,"Washington, Pennsylvania",2020,366
45019,"Charleston, South Carolina",2020,366
48201,"Harris, Texas",2020,366
49011,"Davis, Utah",2020,366
49021,"Iron, Utah",2020,366
50003,"Bennington, Vermont",2020,366
27123,"Ramsey, Minnesota",2016,366
53053,"Pierce, Washington",2020,366
55009,"Brown, Wisconsin",2020,366
55027,"Dodge, Wisconsin",2020,366
56021,"Laramie, Wyoming",2020,366
53033,"King, Washington",2016,366
39049,"Franklin, Ohio",2016,366
30053,"Lincoln, Montana",2016,366
09003,"Hartford, Connecticut",2016,366
27137,"St Louis, Minnesota",2016,366
56035,"Sublette, Wyoming",2012,366
04013,"Maricopa, Arizona",2016,366
48201,"Harris, Texas",2012,366
15003,"Honolulu, Hawaii",2016,366
36081,"Queens, New York",2016,366
53053,"Pierce, Washington",2012,366
16041,"Franklin, Idaho",2012,366
06083,"Santa Barbara, California",2012,366
06099,"Stanislaus, California",2016,366
06077,"San Joaquin, California",2016,366
42125,"Washington, Pennsylvania",2012,366
18097,"Marion, Indiana",2016,366
42133,"York, Pennsylvania",2012,366
06065,"Riverside, California",2016,366
32031,"Washoe, Nevada",2012,366
06027,"Inyo, California",2016,366
35001,"Bernalillo, New Mexico",2012,366
55119,"Taylor, Wisconsin",2020,366
55087,"Outagamie, Wisconsin",2020,366
55035,"Eau Claire, Wisconsin",2020,366
45045,"Greenville, South Carolina",2016,366
11001,"District of Columbia, District of Columbia",2012,366
06111,"Ventura, California",2016,366
34021,"Mercer, New Jersey",2012,366
49035,"Salt Lake, Utah",2016,366
06079,"San Luis Obispo, California",2012,366
53033,"King, Washington",2020,366
06037,"Los Angeles, California",2012,366
12031,"Duval, Florida",2016,366
51059,"Fairfax, Virginia",2020,366
29510,"St Louis City, Missouri",2016,366
34021,"Mercer, New Jersey",2016,366
49045,"Tooele, Utah",2020,366
49005,"Cache, Utah",2020,366
42003,"Allegheny, Pennsylvania",2016,366
42101,"Philadelphia, Pennsylvania",2012,366
34017,"Hudson, New Jersey",2016,366
06079,"San Luis Obispo, California",2016,366
48113,"Dallas, Texas",2016,366
20195,"Trego, Kansas",2016,366
15001,"Hawaii, Hawaii",2012,366
26163,"Wayne, Michigan",2012,366
47145,"Roane, Tennessee",2012,366
32031,"Washoe, Nevada",2016,366
06029,"Kern, California",2012,366
18097,"Marion, Indiana",2012,366
27037,"Dakota, Minnesota",2016,366
42045,"Delaware, Pennsylvania",2020,366
26163,"Wayne, Michigan",2016,366
42125,"Washington, Pennsylvania",2016,366
06001,"Alameda, California",2012,366
19045,"Clinton, Iowa",2016,366
06019,"Fresno, California",2012,366
19045,"Clinton, Iowa",2012,366
11001,"District of Columbia, District of Columbia",2016,366
06077,"San Joaquin, California",2012,366
06099,"Stanislaus, California",2012,366
30049,"Lewis and Clark, Montana",2012,366
02170,"Matanuska Susitna, Alaska",2012,366
56005,"Campbell, Wyoming",2016,366
42071,"Lancaster, Pennsylvania",2016,366
48113,"Dallas, Texas",2012,366
15001,"Hawaii, Hawaii",2016,366
38057,"Mercer, North Dakota",2016,366
25009,"Essex, Massachusetts",2016,366
06073,"San Diego, California",2012,366
25025,"Suffolk, Massachusetts",2016,366
06083,"Santa Barbara, California",2016,366
39061,"Hamilton, Ohio",2016,366
44007,"Providence, Rhode Island",2016,366
53061,"Snohomish, Washington",2016,366
39081,"Jefferson, Ohio",2012,366
15003,"Honolulu, Hawaii",2012,366
08031,"Denver, Colorado",2016,366
55079,"Milwaukee, Wisconsin",2020,366
06053,"Monterey, California",2016,366
06001,"Alameda, California",2016,366
35013,"Dona Ana, New Mexico",2020,366
32003,"Clark, Nevada",2016,366
16005,"Bannock, Idaho",2016,366
53033,"King, Washington",2012,366
53061,"Snohomish, Washington",2012,366
56013,"Fremont, Wyoming",2020,366
51161,"Roanoke, Virginia",2020,366
55111,"Sauk, Wisconsin",2020,366
55025,"Dane, Wisconsin",2020,366
29510,"St Louis City, Missouri",2020,366
04013,"Maricopa, Arizona",2012,366
53061,"Snohomish, Washington",2020,366
49049,"Utah, Utah",2020,366
49013,"Duchesne, Utah",2020,366
27137,"St Louis, Minnesota",2020,366
50007,"Chittenden, Vermont",2020,366
49035,"Salt Lake, Utah",2020,366
48453,"Travis, Texas",2020,366
48439,"Tarrant, Texas",2020,366
48029,"Bexar, Texas",2020,366
47105,"Loudon, Tennessee",2020,366
42101,"Philadelphia, Pennsylvania",2020,366
40143,"Tulsa, Oklahoma",2020,366
44007,"Providence, Rhode Island",2020,366
37067,"Forsyth, North Carolina",2020,366
42071,"Lancaster, Pennsylvania",2020,366
35001,"Bernalillo, New Mexico",2020,366
32510,"Carson City, Nevada",2020,366
30063,"Missoula, Montana",2020,366
21093,"Hardin, Kentucky",2020,366
30049,"Lewis and Clark, Montana",2020,366
20191,"Sumner, Kansas",2020,366
30027,"Fergus, Montana",2020,366
39061,"Hamilton, Ohio",2020,366
27037,"Dakota, Minnesota",2020,366
38015,"Burleigh, North Dakota",2020,366
26091,"Lenawee, Michigan",2020,366
18097,"Marion, Indiana",2020,366
25025,"Suffolk, Massachusetts",2020,366
25013,"Hampden, Massachusetts",2020,366
25009,"Essex, Massachusetts",2020,366
15003,"Honolulu, Hawaii",2020,366
37119,"Mecklenburg, North Carolina",2020,366
32005,"Douglas, Nevada",2020,366
12031,"Duval, Florida",2020,366
32003,"Clark, Nevada",2020,366
28049,"Hinds, Mississippi",2020,366
18089,"Lake, Indiana",2020,366
27005,"Becker, Minnesota",2020,366
26163,"Wayne, Michigan",2020,366
17031,"Cook, Illinois",2020,366
06111,"Ventura, California",2020,366
06099,"Stanislaus, California",2020,366
06077,"San Joaquin, California",2020,366
06065,"Riverside, California",2020,366
06059,"Orange, California",2020,366
06027,"Inyo, California",2020,366
21111,"Jefferson, Kentucky",2020,366
21019,"Boyd, Kentucky",2020,366
13021,"Bibb, Georgia",2020,366
04013,"Maricopa, Arizona",2020,366
12057,"Hillsborough, Florida",2020,366
12001,"Alachua, Florida",2020,366
10003,"New Castle, Delaware",2020,366
06087,"Santa Cruz, California",2020,366
06075,"San Francisco, California",2020,366
06073,"San Diego, California",2020,366
06071,"San Bernardino, California",2020,366
06037,"Los Angeles, California",2020,366
23003,"Aroostook, Maine",2016,366
06031,"Kings, California",2020,366
06029,"Kern, California",2020,366
06019,"Fresno, California",2020,366
04019,"Pima, Arizona",2020,366
16079,"Shoshone, Idaho",2020,366
15001,"Hawaii, Hawaii",2020,366
08031,"Denver, Colorado",2020,366
06053,"Monterey, California",2020,366
06001,"Alameda, California",2020,366
05119,"Pulaski, Arkansas",2016,366
15009,"Maui, Hawaii",2016,366
19163,"Scott, Iowa",2019,365
19113,"Linn, Iowa",2019,365
42095,"Northampton, Pennsylvania",2012,365
53077,"Yakima, Washington",2019,365
15001,"Hawaii, Hawaii",2017,365
15001,"Hawaii, Hawaii",2018,365
49053,"Washington, Utah",2015,365
44007,"Providence, Rhode Island",2021,365
15001,"Hawaii, Hawaii",2010,365
42071,"Lancaster, Pennsylvania",2021,365
40109,"Oklahoma, Oklahoma",2021,365
39061,"Hamilton, Ohio",2021,365
26163,"Wayne, Michigan",2010,365
15003,"Honolulu, Hawaii",2017,365
25025,"Suffolk, Massachusetts",2018,365
55119,"Taylor, Wisconsin",2019,365
48113,"Dallas, Texas",2014,365
55079,"Milwaukee, Wisconsin",2018,365
55079,"Milwaukee, Wisconsin",2017,365
42007,"Beaver, Pennsylvania",2017,365
37119,"Mecklenburg, North Carolina",2021,365
06059,"Orange, California",2018,365
36067,"Onondaga, New York",2021,365
30063,"Missoula, Montana",2019,365
40019,"Carter, Oklahoma",2019,365
04027,"Yuma, Arizona",2019,365
25025,"Suffolk, Massachusetts",2017,365
32005,"Douglas, Nevada",2021,365
04013,"Maricopa, Arizona",2019,365
40109,"Oklahoma, Oklahoma",2018,365
32003,"Clark, Nevada",2021,365
40143,"Tulsa, Oklahoma",2014,365
29095,"Jackson, Missouri",2014,365
17197,"Will, Illinois",2019,365
28049,"Hinds, Mississippi",2021,365
06065,"Riverside, California",2018,365
06065,"Riverside, California",2017,365
06079,"San Luis Obispo, California",2011,365
26163,"Wayne, Michigan",2021,365
06045,"Mendocino, California",2014,365
49049,"Utah, Utah",2015,365
06073,"San Diego, California",2019,365
09009,"New Haven, Connecticut",2014,365
39035,"Cuyahoga, Ohio",2012,365
21111,"Jefferson, Kentucky",2021,365
30063,"Missoula, Montana",2014,365
17031,"Cook, Illinois",2017,365
18019,"Clark, Indiana",2021,365
04013,"Maricopa, Arizona",2011,365
49005,"Cache, Utah",2019,365
15001,"Hawaii, Hawaii",2021,365
35013,"Dona Ana, New Mexico",2018,365
35013,"Dona Ana, New Mexico",2017,365
51059,"Fairfax, Virginia",2019,365
27137,"St Louis, Minnesota",2019,365
11001,"District of Columbia, District of Columbia",2021,365
06059,"Orange, California",2016,365
06059,"Orange, California",2019,365
08045,"Garfield, Colorado",2021,365
12009,"Brevard, Florida",2021,365
08031,"Denver, Colorado",2021,365
15003,"Honolulu, Hawaii",2011,365
19153,"Polk, Iowa",2021,365
18097,"Marion, Indiana",2018,365
34039,"Union, New Jersey",2016,365
06067,"Sacramento, California",2021,365
06053,"Monterey, California",2021,365
06013,"Contra Costa, California",2021,365
06001,"Alameda, California",2021,365
06001,"Alameda, California",2014,365
06001,"Alameda, California",2013,365
35001,"Bernalillo, New Mexico",2018,365
15003,"Honolulu, Hawaii",2019,365
36081,"Queens, New York",2019,365
18097,"Marion, Indiana",2010,365
02090,"Fairbanks North Star, Alaska",2019,365
49035,"Salt Lake, Utah",2011,365
06073,"San Diego, California",2013,365
23003,"Aroostook, Maine",2021,365
29510,"St Louis City, Missouri",2018,365
25003,"Berkshire, Massachusetts",2021,365
25005,"Bristol, Massachusetts",2021,365
11001,"District of Columbia, District of Columbia",2019,365
06059,"Orange, California",2017,365
22033,"East Baton Rouge, Louisiana",2013,365
22033,"East Baton Rouge, Louisiana",2014,365
06083,"Santa Barbara, California",2015,365
27123,"Ramsey, Minnesota",2013,365
26099,"Macomb, Michigan",2021,365
48029,"Bexar, Texas",2021,365
04013,"Maricopa, Arizona",2021,365
34039,"Union, New Jersey",2019,365
06073,"San Diego, California",2014,365
18097,"Marion, Indiana",2017,365
48439,"Tarrant, Texas",2021,365
29095,"Jackson, Missouri",2021,365
32003,"Clark, Nevada",2014,365
29510,"St Louis City, Missouri",2017,365
32031,"Washoe, Nevada",2021,365
42071,"Lancaster, Pennsylvania",2017,365
06027,"Inyo, California",2021,365
06059,"Orange, California",2021,365
42071,"Lancaster, Pennsylvania",2018,365
34039,"Union, New Jersey",2021,365
06065,"Riverside, California",2021,365
06077,"San Joaquin, California",2021,365
06099,"Stanislaus, California",2021,365
55087,"Outagamie, Wisconsin",2019,365
36055,"Monroe, New York",2021,365
36101,"Steuben, New York",2021,365
32003,"Clark, Nevada",2013,365
56005,"Campbell, Wyoming",2017,365
08103,"Rio Blanco, Colorado",2021,365
56005,"Campbell, Wyoming",2018,365
09003,"Hartford, Connecticut",2021,365
42091,"Montgomery, Pennsylvania",2011,365
12031,"Duval, Florida",2021,365
06039,"Madera, California",2013,365
37183,"Wake, North Carolina",2021,365
05119,"Pulaski, Arkansas",2011,365
02170,"Matanuska Susitna, Alaska",2014,365
06039,"Madera, California",2014,365
15003,"Honolulu, Hawaii",2021,365
39035,"Cuyahoga, Ohio",2021,365
02170,"Matanuska Susitna, Alaska",2013,365
39113,"Montgomery, Ohio",2019,365
30049,"Lewis and Clark, Montana",2013,365
39135,"Preble, Ohio",2021,365
30049,"Lewis and Clark, Montana",2014,365
41039,"Lane, Oregon",2021,365
42011,"Berks, Pennsylvania",2021,365
42101,"Philadelphia, Pennsylvania",2013,365
18097,"Marion, Indiana",2021,365
42125,"Washington, Pennsylvania",2021,365
45019,"Charleston, South Carolina",2021,365
42101,"Philadelphia, Pennsylvania",2014,365
06099,"Stanislaus, California",2019,365
46029,"Codington, South Dakota",2021,365
09001,"Fairfield, Connecticut",2017,365
06099,"Stanislaus, California",2011,365
53061,"Snohomish, Washington",2018,365
06077,"San Joaquin, California",2011,365
47037,"Davidson, Tennessee",2021,365
53061,"Snohomish, Washington",2017,365
21193,"Perry, Kentucky",2021,365
21195,"Pike, Kentucky",2021,365
08041,"El Paso, Colorado",2018,365
42101,"Philadelphia, Pennsylvania",2011,365
06013,"Contra Costa, California",2017,365
06013,"Contra Costa, California",2018,365
11001,"District of Columbia, District of Columbia",2015,365
48201,"Harris, Texas",2021,365
09003,"Hartford, Connecticut",2019,365
06053,"Monterey, California",2013,365
42125,"Washington, Pennsylvania",2013,365
30027,"Fergus, Montana",2017,365
10003,"New Castle, Delaware",2013,365
15009,"Maui, Hawaii",2015,365
26147,"St Clair, Michigan",2021,365
42125,"Washington, Pennsylvania",2014,365
27037,"Dakota, Minnesota",2017,365
10003,"New Castle, Delaware",2014,365
49047,"Uintah, Utah",2019,365
27137,"St Louis, Minnesota",2021,365
06019,"Fresno, California",2014,365
06019,"Fresno, California",2013,365
06067,"Sacramento, California",2015,365
29021,"Buchanan, Missouri",2021,365
49011,"Davis, Utah",2021,365
49021,"Iron, Utah",2021,365
29510,"St Louis City, Missouri",2021,365
06001,"Alameda, California",2010,365
06067,"Sacramento, California",2017,365
10005,"Sussex, Delaware",2019,365
06067,"Sacramento, California",2018,365
12099,"Palm Beach, Florida",2012,365
33015,"Rockingham, New Hampshire",2021,365
12086,"Miami-Dade, Florida",2010,365
42071,"Lancaster, Pennsylvania",2013,365
42125,"Washington, Pennsylvania",2015,365
09001,"Fairfield, Connecticut",2019,365
35013,"Dona Ana, New Mexico",2021,365
09001,"Fairfield, Connecticut",2016,365
18097,"Marion, Indiana",2019,365
18097,"Marion, Indiana",2011,365
06029,"Kern, California",2019,365
35013,"Dona Ana, New Mexico",2019,365
49011,"Davis, Utah",2019,365
49049,"Utah, Utah",2017,365
53053,"Pierce, Washington",2021,365
49057,"Weber, Utah",2017,365
06065,"Riverside, California",2019,365
45045,"Greenville, South Carolina",2017,365
06073,"San Diego, California",2010,365
55009,"Brown, Wisconsin",2021,365
55027,"Dodge, Wisconsin",2021,365
39049,"Franklin, Ohio",2021,365
29510,"St Louis City, Missouri",2010,365
32031,"Washoe, Nevada",2015,365
39151,"Stark, Ohio",2021,365
30063,"Missoula, Montana",2013,365
27123,"Ramsey, Minnesota",2014,365
06027,"Inyo, California",2019,365
56037,"Sweetwater, Wyoming",2021,365
39061,"Hamilton, Ohio",2018,365
39035,"Cuyahoga, Ohio",2019,365
06019,"Fresno, California",2011,365
39061,"Hamilton, Ohio",2017,365
06037,"Los Angeles, California",2015,365
42003,"Allegheny, Pennsylvania",2021,365
42041,"Cumberland, Pennsylvania",2016,365
06067,"Sacramento, California",2020,365
42041,"Cumberland, Pennsylvania",2021,365
26163,"Wayne, Michigan",2017,365
42045,"Delaware, Pennsylvania",2021,365
42041,"Cumberland, Pennsylvania",2019,365
12086,"Miami-Dade, Florida",2015,365
06053,"Monterey, California",2014,365
06079,"San Luis Obispo, California",2015,365
08077,"Mesa, Colorado",2015,365
06031,"Kings, California",2019,365
45045,"Greenville, South Carolina",2021,365
56039,"Teton, Wyoming",2019,365
12031,"Duval, Florida",2015,365
04013,"Maricopa, Arizona",2015,365
42003,"Allegheny, Pennsylvania",2010,365
27137,"St Louis, Minnesota",2015,365
42003,"Allegheny, Pennsylvania",2018,365
47093,"Knox, Tennessee",2021,365
42003,"Allegheny, Pennsylvania",2017,365
42075,"Lebanon, Pennsylvania",2018,365
04021,"Pinal, Arizona",2019,365
13095,"Dougherty, Georgia",2020,365
44007,"Providence, Rhode Island",2018,365
06065,"Riverside, California",2015,365
49049,"Utah, Utah",2021,365
06019,"Fresno, California",2019,365
49049,"Utah, Utah",2018,365
10003,"New Castle, Delaware",2016,365
49005,"Cache, Utah",2021,365
49045,"Tooele, Utah",2021,365
50007,"Chittenden, Vermont",2014,365
44007,"Providence, Rhode Island",2017,365
51059,"Fairfax, Virginia",2021,365
04019,"Pima, Arizona",2018,365
08031,"Denver, Colorado",2018,365
53033,"King, Washington",2021,365
37067,"Forsyth, North Carolina",2019,365
06029,"Kern, California",2014,365
12011,"Broward, Florida",2010,365
53077,"Yakima, Washington",2021,365
42041,"Cumberland, Pennsylvania",2012,365
49035,"Salt Lake, Utah",2014,365
12011,"Broward, Florida",2021,365
06111,"Ventura, California",2019,365
08031,"Denver, Colorado",2017,365
55133,"Waukesha, Wisconsin",2021,365
09009,"New Haven, Connecticut",2018,365
25009,"Essex, Massachusetts",2017,365
13089,"De Kalb, Georgia",2015,365
53033,"King, Washington",2019,365
06085,"Santa Clara, California",2015,365
04021,"Pinal, Arizona",2020,365
27163,"Washington, Minnesota",2013,365
25025,"Suffolk, Massachusetts",2014,365
42095,"Northampton, Pennsylvania",2013,365
13095,"Dougherty, Georgia",2015,365
06053,"Monterey, California",2018,365
06053,"Monterey, California",2017,365
06111,"Ventura, California",2015,365
23003,"Aroostook, Maine",2019,365
06001,"Alameda, California",2017,365
55003,"Ashland, Wisconsin",2021,365
24510,"Baltimore City, Maryland",2012,365
56013,"Fremont, Wyoming",2017,365
39153,"Summit, Ohio",2016,365
32003,"Clark, Nevada",2018,365
55079,"Milwaukee, Wisconsin",2021,365
32003,"Clark, Nevada",2017,365
05119,"Pulaski, Arkansas",2021,365
21111,"Jefferson, Kentucky",2015,365
12103,"Pinellas, Florida",2020,365
40071,"Kay, Oklahoma",2019,365
06013,"Contra Costa, California",2015,365
42003,"Allegheny, Pennsylvania",2019,365
06071,"San Bernardino, California",2019,365
29037,"Cass, Missouri",2019,365
53061,"Snohomish, Washington",2013,365
53061,"Snohomish, Washington",2014,365
26163,"Wayne, Michigan",2013,365
26163,"Wayne, Michigan",2014,365
51760,"Richmond City, Virginia",2015,365
06001,"Alameda, California",2018,365
42125,"Washington, Pennsylvania",2019,365
26161,"Washtenaw, Michigan",2020,365
29510,"St Louis City, Missouri",2019,365
29095,"Jackson, Missouri",2015,365
12115,"Sarasota, Florida",2021,365
15003,"Honolulu, Hawaii",2010,365
29510,"St Louis City, Missouri",2011,365
36081,"Queens, New York",2015,365
30029,"Flathead, Montana",2018,365
09003,"Hartford, Connecticut",2020,365
06047,"Merced, California",2021,365
06037,"Los Angeles, California",2010,365
29095,"Jackson, Missouri",2010,365
29095,"Jackson, Missouri",2018,365
29095,"Jackson, Missouri",2017,365
06079,"San Luis Obispo, California",2021,365
55089,"Ozaukee, Wisconsin",2020,365
22033,"East Baton Rouge, Louisiana",2020,365
06077,"San Joaquin, California",2018,365
51059,"Fairfax, Virginia",2018,365
17031,"Cook, Illinois",2010,365
32510,"Carson City, Nevada",2015,365
49005,"Cache, Utah",2018,365
36001,"Albany, New York",2018,365
48201,"Harris, Texas",2014,365
19163,"Scott, Iowa",2016,365
29510,"St Louis City, Missouri",2014,365
06099,"Stanislaus, California",2018,365
29510,"St Louis City, Missouri",2013,365
48201,"Harris, Texas",2013,365
50007,"Chittenden, Vermont",2019,365
40143,"Tulsa, Oklahoma",2019,365
25025,"Suffolk, Massachusetts",2012,365
26017,"Bay, Michigan",2020,365
06009,"Calaveras, California",2015,365
06099,"Stanislaus, California",2017,365
15003,"Honolulu, Hawaii",2018,365
06037,"Los Angeles, California",2019,365
04013,"Maricopa, Arizona",2018,365
04013,"Maricopa, Arizona",2017,365
06079,"San Luis Obispo, California",2019,365
06083,"Santa Barbara, California",2021,365
47105,"Loudon, Tennessee",2018,365
46127,"Union, South Dakota",2010,365
04027,"Yuma, Arizona",2017,365
15001,"Hawaii, Hawaii",2013,365
47093,"Knox, Tennessee",2015,365
21067,"Fayette, Kentucky",2020,365
49005,"Cache, Utah",2015,365
08031,"Denver, Colorado",2011,365
12011,"Broward, Florida",2018,365
42129,"Westmoreland, Pennsylvania",2014,365
39049,"Franklin, Ohio",2015,365
06085,"Santa Clara, California",2021,365
19163,"Scott, Iowa",2017,365
06087,"Santa Cruz, California",2018,365
30027,"Fergus, Montana",2015,365
56035,"Sublette, Wyoming",2013,365
15001,"Hawaii, Hawaii",2015,365
53077,"Yakima, Washington",2018,365
56035,"Sublette, Wyoming",2011,365
06029,"Kern, California",2016,365
53077,"Yakima, Washington",2017,365
06079,"San Luis Obispo, California",2010,365
32031,"Washoe, Nevada",2014,365
26163,"Wayne, Michigan",2015,365
32031,"Washoe, Nevada",2013,365
02020,"Anchorage, Alaska",2018,365
06027,"Inyo, California",2015,365
08077,"Mesa, Colorado",2021,365
09003,"Hartford, Connecticut",2014,365
30049,"Lewis and Clark, Montana",2019,365
39035,"Cuyahoga, Ohio",2020,365
56013,"Fremont, Wyoming",2019,365
30063,"Missoula, Montana",2018,365
48201,"Harris, Texas",2019,365
56013,"Fremont, Wyoming",2016,365
30049,"Lewis and Clark, Montana",2011,365
48113,"Dallas, Texas",2017,365
30063,"Missoula, Montana",2010,365
30063,"Missoula, Montana",2017,365
30071,"Phillips, Montana",2019,365
49011,"Davis, Utah",2018,365
35055,"Taos, New Mexico",2018,365
11001,"District of Columbia, District of Columbia",2013,365
06065,"Riverside, California",2013,365
06111,"Ventura, California",2013,365
06111,"Ventura, California",2014,365
42115,"Susquehanna, Pennsylvania",2020,365
47037,"Davidson, Tennessee",2017,365
47065,"Hamilton, Tennessee",2019,365
11001,"District of Columbia, District of Columbia",2014,365
49035,"Salt Lake, Utah",2015,365
45045,"Greenville, South Carolina",2020,365
32031,"Washoe, Nevada",2019,365
49057,"Weber, Utah",2014,365
10003,"New Castle, Delaware",2019,365
06111,"Ventura, California",2017,365
36055,"Monroe, New York",2020,365
49057,"Weber, Utah",2013,365
04019,"Pima, Arizona",2019,365
56005,"Campbell, Wyoming",2015,365
06083,"Santa Barbara, California",2013,365
06083,"Santa Barbara, California",2014,365
04019,"Pima, Arizona",2021,365
04021,"Pinal, Arizona",2021,365
49049,"Utah, Utah",2014,365
50007,"Chittenden, Vermont",2015,365
06019,"Fresno, California",2021,365
06029,"Kern, California",2021,365
49049,"Utah, Utah",2013,365
06031,"Kings, California",2021,365
49049,"Utah, Utah",2019,365
27137,"St Louis, Minnesota",2018,365
06111,"Ventura, California",2018,365
27137,"St Louis, Minnesota",2017,365
51087,"Henrico, Virginia",2020,365
08045,"Garfield, Colorado",2019,365
42101,"Philadelphia, Pennsylvania",2010,365
46099,"Minnehaha, South Dakota",2018,365
35013,"Dona Ana, New Mexico",2015,365
08031,"Denver, Colorado",2014,365
28033,"De Soto, Mississippi",2018,365
18097,"Marion, Indiana",2015,365
40143,"Tulsa, Oklahoma",2018,365
42133,"York, Pennsylvania",2013,365
42133,"York, Pennsylvania",2014,365
08123,"Weld, Colorado",2021,365
49045,"Tooele, Utah",2018,365
06001,"Alameda, California",2019,365
06027,"Inyo, California",2018,365
44007,"Providence, Rhode Island",2014,365
08001,"Adams, Colorado",2017,365
06079,"San Luis Obispo, California",2018,365
06037,"Los Angeles, California",2021,365
06079,"San Luis Obispo, California",2017,365
33015,"Rockingham, New Hampshire",2020,365
48201,"Harris, Texas",2011,365
49035,"Salt Lake, Utah",2018,365
49045,"Tooele, Utah",2014,365
11001,"District of Columbia, District of Columbia",2018,365
17019,"Champaign, Illinois",2020,365
01073,"Jefferson, Alabama",2010,365
19153,"Polk, Iowa",2018,365
49005,"Cache, Utah",2014,365
06071,"San Bernardino, California",2021,365
27037,"Dakota, Minnesota",2019,365
13089,"De Kalb, Georgia",2020,365
33015,"Rockingham, New Hampshire",2018,365
25025,"Suffolk, Massachusetts",2015,365
13051,"Chatham, Georgia",2020,365
29510,"St Louis City, Missouri",2015,365
06053,"Monterey, California",2019,365
44007,"Providence, Rhode Island",2013,365
06073,"San Diego, California",2021,365
33015,"Rockingham, New Hampshire",2017,365
06087,"Santa Cruz, California",2021,365
49035,"Salt Lake, Utah",2017,365
12099,"Palm Beach, Florida",2010,365
42125,"Washington, Pennsylvania",2011,365
55059,"Kenosha, Wisconsin",2019,365
06031,"Kings, California",2017,365
06045,"Mendocino, California",2017,365
06037,"Los Angeles, California",2013,365
06031,"Kings, California",2018,365
09003,"Hartford, Connecticut",2018,365
12057,"Hillsborough, Florida",2021,365
12086,"Miami-Dade, Florida",2021,365
27163,"Washington, Minnesota",2015,365
06085,"Santa Clara, California",2017,365
06085,"Santa Clara, California",2018,365
53033,"King, Washington",2014,365
55043,"Grant, Wisconsin",2019,365
30063,"Missoula, Montana",2015,365
32031,"Washoe, Nevada",2018,365
32031,"Washoe, Nevada",2017,365
47145,"Roane, Tennessee",2011,365
08031,"Denver, Colorado",2019,365
13139,"Hall, Georgia",2021,365
53053,"Pierce, Washington",2019,365
36001,"Albany, New York",2019,365
08069,"Larimer, Colorado",2019,365
15003,"Honolulu, Hawaii",2015,365
12099,"Palm Beach, Florida",2011,365
44007,"Providence, Rhode Island",2019,365
06073,"San Diego, California",2015,365
06001,"Alameda, California",2015,365
53061,"Snohomish, Washington",2011,365
17031,"Cook, Illinois",2019,365
42075,"Lebanon, Pennsylvania",2016,365
06067,"Sacramento, California",2014,365
18097,"Marion, Indiana",2014,365
18097,"Marion, Indiana",2013,365
40071,"Kay, Oklahoma",2018,365
13089,"De Kalb, Georgia",2013,365
32510,"Carson City, Nevada",2018,365
27053,"Hennepin, Minnesota",2017,365
27053,"Hennepin, Minnesota",2018,365
53053,"Pierce, Washington",2017,365
53053,"Pierce, Washington",2018,365
13303,"Washington, Georgia",2021,365
42071,"Lancaster, Pennsylvania",2015,365
49013,"Duchesne, Utah",2019,365
06029,"Kern, California",2018,365
32003,"Clark, Nevada",2015,365
06029,"Kern, California",2017,365
06019,"Fresno, California",2010,365
19113,"Linn, Iowa",2017,365
04021,"Pinal, Arizona",2018,365
08077,"Mesa, Colorado",2017,365
17031,"Cook, Illinois",2021,365
06019,"Fresno, California",2018,365
39049,"Franklin, Ohio",2014,365
10003,"New Castle, Delaware",2012,365
49021,"Iron, Utah",2019,365
42125,"Washington, Pennsylvania",2018,365
42125,"Washington, Pennsylvania",2010,365
42125,"Washington, Pennsylvania",2017,365
35001,"Bernalillo, New Mexico",2019,365
18089,"Lake, Indiana",2021,365
06019,"Fresno, California",2017,365
18157,"Tippecanoe, Indiana",2010,365
46127,"Union, South Dakota",2011,365
39061,"Hamilton, Ohio",2019,365
18141,"St Joseph, Indiana",2021,365
19163,"Scott, Iowa",2021,365
53053,"Pierce, Washington",2011,365
