fips,mean,sdi,sdi_score
42115,6.5571022727272723,-0.71871132,27
42117,5.48338192419825,-0.50590223,33
42125,7.6369321533923307,-1.2693089,12
42129,6.9591176470588234,-1.3803059,10
42131,8.94074074074074,-1.0989219,16
42133,8.85487012987013,-1.0184646,18
44003,3.9361031518624641,-1.3164937,11
44007,6.2670953101361571,0.94909847,80
44009,3.9227011494252881,-1.5677088,6
45019,7.0017027863777095,-0.26936662,41
45025,7.1216981132075476,1.154271,89
45037,7.6732142857142858,0.61669004,69
45041,7.7144067796610161,1.0406928,81
45045,7.9024390243902429,-0.38944945,37
45063,7.6289473684210529,-0.46968934,34
45073,6.2931740614334473,0.50749576,66
45079,7.7200000000000006,0.54190356,67
45083,7.5903581267217639,0.17631012,54
45091,7.83861111111111,-0.88276595,21
46011,4.1977839335180054,-0.53311461,32
46013,5.7651685393258436,-0.90400374,21
46029,6.2980337078651685,-0.47708485,34
46033,2.649025069637883,-0.94651824,20
46065,3.2696629213483148,-0.56606346,31
46071,3.6668508287292818,1.7618223,100
46099,4.5360759493670884,-0.68950659,27
46103,5.6738297872340429,-0.53149325,32
46127,5.7915492957746482,-1.2489375,13
47009,6.56454293628809,-0.82318372,23
47037,8.6471938775510218,0.48486462,65
47045,6.6897222222222208,1.0982263,83
47065,8.447462686567162,-0.22851151,42
47093,8.15294117647059,-0.23704371,42
47099,6.82060606060606,0.54029143,67
47105,6.8557206537890041,-0.54254735,32
47107,7.3784313725490192,0.52894419,66
47113,7.021270718232044,0.74755931,75
47119,5.9861878453038679,-0.82697356,22
47125,6.7621546961325967,-0.11684277,45
47141,6.2594444444444441,0.80235451,77
47145,7.0558988764044948,-0.40804741,36
47157,8.495900621118011,1.1544284,89
47163,7.0596638655462183,0.27194169,58
47165,6.9017543859649138,-1.1237587,15
48027,8.3920962199312683,0.47407839,65
48029,8.8394957983193283,1.0442594,81
48037,9.387392550143268,0.8528896,79
48043,5.6428160919540238,0.25611293,57
48061,9.58888888888889,1.5960969,97
48113,9.1032094594594586,1.1762586,90
48121,7.363157894736843,-1.1764075,14
48135,7.6375706214689263,0.3664664,61
48139,7.2941176470588234,-0.76628774,25
48141,8.15996015936255,1.4674685,96
48167,7.8846153846153841,-0.15197995,44
48201,9.4235416666666669,1.1288216,84
48203,8.2214285714285715,0.71250713,74
48215,10.616375545851527,1.5306114,97
48245,8.3999999999999986,1.1707988,90
48273,8.3313380281690126,1.9259644,100
48303,6.4045454545454543,1.1417086,85
48323,7.3852071005917157,1.5864509,97
48355,8.719329896907217,1.2212318,92
48361,8.2425352112676062,-0.15208547,44
48375,5.1426470588235293,1.6517324,98
48439,8.78575539568345,0.18573064,54
48453,9.467307692307692,0.059911467,51
48479,10.694986072423399,1.6874089,99
49003,6.09963768115942,-1.4513831,9
49005,7.3041873669268984,-0.17695923,43
49011,5.8240445859872612,-1.7844867,3
49013,6.126027397260275,-0.2385616,42
49021,4.3317808219178078,0.1655478,54
49035,6.5490491651205947,-0.80502474,23
49045,5.375342465753425,-1.4322784,9
49047,4.2432967032967035,-0.17259394,44
49049,5.7292929292929289,-0.91387689,21
49053,4.5254658385093167,-0.64391249,28
49057,6.1608949416342407,-0.81093049,23
50003,5.6274509803921555,-0.79593468,24
50007,5.247841726618705,-0.63822144,28
50021,7.3108235294117652,-0.82673377,22
51003,6.3931034482758626,-0.97847229,19
51013,7.8182857142857136,-0.74170864,25
51036,6.6474137931034489,-0.33409807,38
51041,6.724786324786324,-1.5285922,7
51059,8.1724860335195544,-1.2987074,12
51069,7.3901098901098905,-1.483954,8
51087,6.819285714285714,-0.85043776,22
51107,7.2183333333333337,-1.9170253,2
51161,6.3252100840336141,-1.5950751,6
51165,7.0619834710743792,-0.88421535,21
51520,6.4871794871794863,1.1587564,90
51650,6.3684434968017047,0.45294854,64
51680,6.3074074074074069,1.2841407,93
51710,7.0630252100840334,1.3079263,93
51760,8.2949999999999982,1.4739342,96
51775,6.6703389830508462,-0.53346294,32
51810,6.7886956521739128,-1.222719,13
53011,7.0969014084507043,-0.86921191,22
53033,6.435205183585313,-0.62494969,29
53035,4.9264705882352944,-1.0841632,17
53037,6.9878186968838527,0.25120506,57
53047,7.4871794871794872,1.1217995,84
53053,7.452070552147239,-0.42239615,35
53057,5.508849557522125,-0.3458235,38
53061,7.193548387096774,-1.0523158,17
53063,7.4168269230769228,-0.17612138,43
53065,13.098076923076922,-0.41388643,36
53073,4.5476584022038571,-0.054250825,47
53077,9.4793147208121855,1.2967461,93
54003,8.83391304347826,-0.40186864,37
54009,9.5132575757575744,-0.49376616,33
54011,7.0834532374100716,0.92003602,79
54029,8.0952380952380949,-0.18198779,43
54033,7.2702702702702693,-0.003349507,49
54039,7.5369346733668339,0.47744033,65
54049,7.6212121212121211,0.13157594,53
54051,9.2245762711864412,-0.53690708,32
54061,7.1982456140350886,0.73715198,75
54069,8.1025423728813557,-0.58861262,31
54107,7.7716981132075471,0.26688588,57
55003,4.982967032967033,0.19186991,55
55009,7.3091428571428558,-0.77359819,24
55025,8.30835616438356,-0.69829589,27
55027,7.5777777777777775,-1.165185,14
55035,7.6717451523545712,-0.44407329,34
55041,5.4098265895953759,0.21833888,57
55043,8.3997260273972625,-0.31768772,39
55059,7.3884931506849307,-0.34000692,38
55063,7.6110192837465567,-0.67374814,28
55079,8.0001445086705214,1.2458873,92
55087,8.0420679886685544,-1.5159416,8
55089,6.90413223140496,-1.9617634,2
55111,7.3059299191374665,-0.96416306,19
55119,6.3756164383561638,-0.89581162,21
55125,4.9359116022099441,-1.0460811,18
55133,9.197846889952153,-1.9967232,1
56001,3.7075630252100842,0.25800213,57
56005,2.4691588785046732,-0.7720961,24
56009,2.2444134078212286,-0.97325486,19
56013,3.160299625468165,-0.33570367,38
56021,3.2341463414634148,-1.0084896,18
56025,2.8968944099378877,-0.87797105,21
56029,2.7616751269035533,-1.5737169,6
56033,4.9917647058823524,-1.6807557,5
56035,2.7670658682634732,-1.6673812,5
56037,4.4739495798319329,-0.96021456,19
56039,2.4665706051873197,-1.168745,14
